At_gene	NAME	GWEIGHT	s1	s3	s5	r1	r3	r5
AT5G14120	Major facilitator protein	1.000000	-1.762736	1.581695	1.029565	-0.406108	0.753492	0.019211
AT5G56870	Beta-galactosidase 4	1.000000	-0.630408	3.236452	3.753005	0.855071	2.134315	1.164425
AT5G57655	Xylose isomerase	1.000000	-0.274896	1.513867	1.599077	0.511488	1.094575	0.555946
AT1G17590	Putative uncharacterized protein At1g17590	1.000000	-1.824361	1.849132	1.617076	-0.068489	0.423314	-0.043190
AT4G18980	At4g18980	1.000000	-0.361581	4.803951	4.842777	0.765968	3.735853	2.159909
AT1G49960	Nucleobase-ascorbate transporter 4	1.000000	-0.041327	1.937911	2.178822	0.593420	1.607509	1.040470
AT5G26010	Probable protein phosphatase 2C 72	1.000000	-0.831881	1.999515	2.083430	-0.270121	1.853512	0.768800
AT2G25940	Vacuolar-processing enzyme alpha-isozyme	1.000000	-0.884276	2.745320	3.219283	-0.576693	1.859745	0.943416
AT5G11110	Glycosyltransferase	1.000000	-0.150080	1.020423	1.330050	0.291181	1.021360	0.529869
AT2G45360	At2g45360	1.000000	-0.371220	3.771514	4.205183	1.632796	4.100433	2.088051
AT1G53580	Persulfide dioxygenase ETHE1 homolog, mitochondrial	1.000000	0.190044	2.081221	2.868445	0.915186	2.799672	1.373120
AT3G57520	Probable galactinol--sucrose galactosyltransferase 2	1.000000	0.159024	2.184828	2.821209	1.179754	2.978158	1.247079
AT1G71697	Probable choline kinase 1	1.000000	0.148162	1.307405	1.748401	0.440545	1.691033	1.031012
AT2G46740	GulLO5	1.000000	0.108503	2.090882	3.675922	1.069942	2.761139	1.934342
AT2G14170	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	1.000000	0.026928	1.091326	1.920145	0.801065	1.679570	1.154403
AT3G51920	Calmodulin-like protein 9	1.000000	1.005633	0.964678	2.414338	0.321642	1.728925	1.159164
AT1G61610	Serine/threonine-protein kinase	1.000000	1.187114	1.418288	3.377492	0.546159	1.917519	1.641458
AT2G36380	PDR6	1.000000	0.723265	1.140121	2.736946	0.202420	1.727006	1.062286
AT3G03530	Non-specific phospholipase C4	1.000000	-0.511003	0.983818	5.349301	-0.355691	1.900935	1.093014
AT2G45040	Metalloendoproteinase 4-MMP	1.000000	-0.183092	1.222899	3.069813	-0.644676	1.086456	0.335475
AT1G08920	ERD (early response to dehydration) six-like 1	1.000000	1.155973	2.549713	5.295228	0.447928	2.792193	2.042563
AT1G18200	RABA6b	1.000000	-0.076898	1.059695	2.572494	-0.119127	1.304689	0.859244
AT5G38020	At5g38020	1.000000	-2.569070	-0.600746	0.814430	-2.836873	-1.641587	-0.617836
AT1G74370	At1g74370	1.000000	-0.362272	1.419601	2.790535	-0.716397	0.353083	1.002828
AT2G32830	Probable inorganic phosphate transporter 1-5	1.000000	-0.828263	2.549662	6.422921	-1.240797	0.701150	1.203116
AT3G13672	E3 ubiquitin-protein ligase	1.000000	0.709602	2.140574	5.131392	0.290518	1.464929	1.811802
AT5G61610	Oleosin	1.000000	0.326614	1.645275	3.941804	0.023207	0.092429	1.369746
AT5G61850	floral meristem identity control protein LEAFY (LFY)	1.000000	0.390406	1.342018	2.550397	0.117311	0.526481	1.273306
AT3G60130	Beta-glucosidase 16	1.000000	-0.391839	1.616529	3.391726	0.329363	1.042300	1.655972
AT4G18210	Probable purine permease 10	1.000000	0.414808	1.732177	3.770406	0.577959	1.619139	1.779566
AT3G12775	Ubiquitin-conjugating enzyme family protein	1.000000	-1.114927	0.292828	3.064487	-1.022780	0.453485	1.119060
AT3G23470	Cyclopropane-fatty-acyl-phospholipid synthase	1.000000	-0.023067	0.249672	3.151447	-2.327580	1.396363	1.461726
AT2G18680	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BES /.../idopsis thaliana protein match is: unknown protein (TAIR:AT2G18690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	1.000000	2.025560	2.350303	5.197543	0.524366	3.376540	3.410749
AT1G54280	Phospholipid-transporting ATPase 6	1.000000	-1.451098	-0.909060	1.196802	-2.659945	-0.519047	-0.464460
AT5G51470	Auxin-responsive GH3 family protein	1.000000	-1.375535	-0.222359	3.847604	-3.545614	2.481739	1.262019
AT1G64890	Probable folate-biopterin transporter 7	1.000000	0.377579	0.625437	1.905721	-0.095640	1.514101	1.566756
AT4G09120	Putative RING-H2 finger protein ATL36	1.000000	-0.428279	2.013173	3.234948	-1.453504	3.212670	1.773685
AT3G01760	Lysine histidine transporter-like 4	1.000000	1.050433	2.093211	3.070159	0.006272	2.562746	2.548750
AT5G64667	Protein IDA-LIKE 2	1.000000	0.631689	1.635746	1.469753	-0.667291	1.387105	1.251849
AT1G73965	CLAVATA3/ESR (CLE)-related protein 13	1.000000	1.013185	1.869891	1.847541	0.179726	2.048503	1.684192
AT2G37678	Protein FAR-RED ELONGATED HYPOCOTYL 1	1.000000	1.022664	1.160426	2.472275	-1.004940	0.971498	0.833812
AT4G12410	Putative uncharacterized protein AT4g12410	1.000000	-1.483213	0.306208	1.713912	-3.748045	0.033724	-1.821663
AT2G29620	Putative uncharacterized protein At2g29620	1.000000	2.612972	3.366904	5.006767	0.094654	3.491957	2.273675
AT5G03960	IQ-domain 12	1.000000	-1.708957	-0.851199	0.277162	-3.484207	-0.872956	-1.606098
AT5G07680	NAC4	1.000000	-0.531429	0.270332	1.741128	-2.853382	1.216283	0.004574
AT2G34810	Berberine bridge enzyme-like 16	1.000000	-0.207319	1.004881	1.725797	-2.667524	0.683897	0.474317
AT3G17180	Serine carboxypeptidase-like 33	1.000000	-0.793903	2.063463	1.423159	-1.234119	0.043711	-0.834094
AT4G23220	Cysteine-rich receptor-like protein kinase 14	1.000000	1.701659	3.447661	3.434319	1.087079	2.321763	1.710960
AT5G66400	RAB18	1.000000	1.517310	5.826599	5.761376	-0.061795	1.921008	0.051941
AT3G02480	AT3g02480/F16B3_11	1.000000	0.939447	5.759837	7.328734	-0.905839	1.524845	-0.996309
AT1G20450	Dehydrin ERD10	1.000000	-0.595744	1.571924	2.066196	-1.497457	-0.399715	-1.258532
AT1G79330	Metacaspase-5	1.000000	-0.858766	2.412597	2.957823	-0.907733	1.632495	-0.677642
AT3G02850	Potassium channel SKOR	1.000000	-2.420252	0.950547	0.979610	-2.919348	-0.439379	-2.496543
AT1G58160	Jacalin-related lectin 15	1.000000	-0.085336	2.217727	2.594100	-0.458092	1.330550	-0.249430
AT3G15670	Late embryogenesis abundant protein 29	1.000000	-0.563146	3.601527	6.433083	-2.096712	0.846619	-0.342161
AT3G49820	Putative uncharacterized protein	1.000000	-1.288739	0.698565	1.942894	-2.030045	-0.055060	-1.882950
AT2G19900	Malic enzyme	1.000000	-1.294107	3.377103	5.242286	-2.547336	0.568799	-1.793783
AT2G31985	Oil body-associated protein 1B	1.000000	0.245571	4.012224	5.899226	-0.954839	2.822317	0.488531
AT3G04010	At3g04010	1.000000	-0.257249	3.677544	4.737568	-0.009706	1.605714	0.119813
AT4G23880	At4g23880	1.000000	-1.415259	0.640384	1.280930	-1.102888	-0.735921	-1.068035
AT4G15396	Cytochrome P450, family 702, subfamily A, polypeptide 6	1.000000	-1.651517	1.339372	1.485270	-2.083966	0.193351	-0.498860
AT3G05880	RCI2A	1.000000	-1.060520	1.308982	1.797213	-1.289249	0.598736	-0.483788
AT4G01840	Two-pore potassium channel 5	1.000000	-0.481655	1.234054	1.687419	-1.106687	0.176243	0.125962
AT2G01170	Amino-acid permease BAT1	1.000000	0.467040	1.213992	2.489896	0.150403	1.843590	0.302147
AT4G29140	Protein DETOXIFICATION	1.000000	-1.211400	-0.060985	1.224598	-1.629015	0.239799	-1.724970
AT4G27410	NAC transcription factor RD26	1.000000	0.075143	1.516044	3.133193	-0.018850	1.011443	-0.284903
AT1G15380	GLYI4	1.000000	1.934899	3.545161	6.636140	2.092404	3.847644	1.855285
AT5G11130	Probable glycosyltransferase At5g11130	1.000000	-0.335306	1.551762	3.607184	0.007872	1.836911	0.214528
AT3G52820	Purple acid phosphatase 22	1.000000	-0.347166	3.374399	6.447131	0.191077	3.010372	0.291320
AT1G11190	ENDO1	1.000000	-0.350243	2.588734	4.823827	-0.033594	2.280161	0.743827
AT3G51860	Cation exchanger 3	1.000000	0.855736	1.312879	1.821416	1.053504	1.503402	1.094842
AT1G01750	actin depolymerizing factor 11	1.000000	-1.355669	0.673640	2.801326	-0.602391	1.388301	-0.615199
AT5G41570	Probable WRKY transcription factor 24	1.000000	0.265591	1.797771	2.588562	0.752939	1.874976	0.485548
AT1G76590	At1g76590	1.000000	0.881893	2.437436	3.132765	1.353576	2.607577	0.556431
AT5G39610	NAC domain-containing protein 92	1.000000	1.566392	3.115592	5.463154	2.123015	2.614931	1.269568
AT3G51810	GEA1	1.000000	-1.144983	-0.727155	0.173659	-1.081729	-1.078494	-1.508868
AT2G23810	TET8	1.000000	1.656178	2.634260	4.297145	1.628622	1.815032	1.191254
AT1G18960	F14D16.11	1.000000	-2.512290	-0.054749	2.265016	-1.431059	-1.042049	-1.725931
AT2G24180	Cytochrome P450 71B6	1.000000	0.735920	1.054434	1.916822	0.892618	1.038043	0.906734
AT5G66870	LOB domain-containing protein 36	1.000000	1.240214	2.678320	3.021788	0.771545	2.441202	0.551063
AT3G29575	Ninja-family protein AFP3	1.000000	0.900309	1.359266	1.733454	0.393144	1.445688	0.395496
AT5G24960	Cytochrome P450 71A14	1.000000	-0.281667	2.393411	4.301864	-3.954777	1.791384	-3.452953
AT1G03850	Glutaredoxin family protein	1.000000	2.619181	3.599992	3.880396	1.691650	3.451188	1.749299
AT4G11170	Putative disease resistance protein At4g11170	1.000000	2.931964	3.535390	4.397658	1.209654	3.785235	1.541088
AT3G49200	O-acyltransferase (WSD1-like) family protein	1.000000	1.159163	1.426607	2.488921	0.387613	1.538757	0.450865
AT1G19900	At1g19900/F6F9_4	1.000000	-0.383105	0.639725	6.664071	-5.349529	2.056919	-3.719485
AT3G01080	WRKY DNA-binding protein 58	1.000000	1.577706	1.793016	2.907787	0.333168	1.901633	1.083293
AT5G24090	Acidic endochitinase	1.000000	1.154438	1.611020	2.357056	-0.049597	1.383900	0.521542
AT2G36710	Probable pectinesterase 15	1.000000	0.299981	0.442752	1.861833	-1.266872	1.455147	-0.559452
AT3G48950	Endo-polygalacturonase-like protein	1.000000	-0.079511	-0.003728	1.964179	-2.173172	1.429713	-1.731667
AT2G39780	At2g39780	1.000000	1.326030	1.449175	2.030539	0.797821	1.764306	0.937853
AT1G13100	Cytochrome P450 71B29	1.000000	0.752584	1.089953	2.346076	-0.508158	1.773762	-0.292622
AT1G01570	F22L4.11 protein	1.000000	0.440130	0.936797	2.685250	-1.908800	2.340465	-1.778319
AT3G07620	Glycosyltransferase	1.000000	1.356870	1.917743	2.967281	0.310252	2.495338	0.831447
AT3G01085	Protein kinase superfamily protein	1.000000	0.975325	1.474215	2.166276	0.760429	2.386534	1.117117
AT4G27400	Late embryogenesis abundant protein-like protein	1.000000	-0.237978	0.770004	2.624220	-1.772153	2.944451	-0.985843
AT2G25090	Non-specific serine/threonine protein kinase	1.000000	-1.012795	1.522488	1.777856	-0.977798	1.806394	-0.448649
AT5G10660	Calmodulin-binding protein-like protein	1.000000	0.198488	2.316396	3.662708	-0.161396	3.012512	0.981674
AT5G57900	F-box protein SKIP1	1.000000	0.931364	1.655883	2.008746	0.937290	1.746332	1.115775
AT3G30390	AT3g30390/T6J22_16	1.000000	-0.349610	1.241782	1.843014	-0.259226	1.791467	0.418670
AT1G17060	cytochrome p450 72c1	1.000000	0.031295	1.613710	2.082609	0.062986	1.885399	0.642277
AT3G51540	Mucin-5AC-like protein	1.000000	-0.217180	1.156061	1.442440	-0.665371	1.800593	0.069486
AT3G25160	At3g25160	1.000000	0.729478	1.586298	2.775621	0.260668	1.944524	1.003811
AT1G24620	Probable calcium-binding protein CML25	1.000000	0.340072	2.513555	4.074069	-0.957432	3.100645	0.552675
AT5G06230	TBL9	1.000000	-0.359546	1.154444	3.039044	-0.904647	2.526118	0.593149
AT5G57887	Putative uncharacterized protein At5g57887	1.000000	-0.032062	1.872638	2.159100	0.035868	-0.388907	1.207204
AT3G51710	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein	1.000000	-1.423610	0.424849	1.109326	-1.349962	-2.213428	-0.304867
AT1G73190	TIP3	1.000000	0.280135	3.455706	4.191672	0.610894	-1.344823	1.126077
AT4G12290	Amine oxidase	1.000000	2.121283	3.387989	3.595816	1.680125	1.545696	2.359350
AT3G27025	unknown protein; Has 25 Blast hits to 25 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1.000000	0.434334	3.354225	3.632835	0.107936	-0.818470	1.133977
AT5G53550	YSL3	1.000000	0.910945	1.246199	1.756247	1.083683	0.678866	1.206734
AT4G37150	MES9	1.000000	2.270743	3.473303	4.295739	2.655516	2.017801	2.200460
AT4G19810	At4g19810	1.000000	0.586575	3.413312	4.631065	1.270803	1.108062	1.266613
AT2G40170	GEA6	1.000000	-0.923561	5.803607	8.305612	1.578423	1.077000	0.207649
AT5G04120	Metal-independent phosphoserine phosphatase	1.000000	-1.958036	0.955890	1.701333	-0.493630	-1.504575	-1.147427
AT5G13880	Putative uncharacterized protein	1.000000	-1.736369	0.265045	0.455698	-0.727531	-1.313665	-1.307418
AT5G45890	SAG12	1.000000	-1.055368	3.760349	5.893464	0.774205	0.516699	2.110995
AT2G28710	At2g28710	1.000000	-0.431417	3.212134	5.045381	1.067736	1.343856	1.774471
AT5G25330	At5g25330	1.000000	-1.325272	3.561905	4.557185	0.040068	0.198496	1.341410
AT2G34610	Putative uncharacterized protein At2g34610	1.000000	-0.422152	4.776891	6.502703	0.296293	1.091978	1.534401
AT3G14490	Terpenoid synthase 17	1.000000	-2.618827	0.039774	1.100960	-1.238996	-0.754861	-0.457217
AT1G67600	Acid phosphatase/vanadium-dependent haloperoxidase-related protein	1.000000	-1.208321	2.133054	3.625402	1.030550	1.576106	0.513805
AT2G28120	At2g28120/F24D13.9	1.000000	-0.525077	1.392243	1.984530	0.591048	1.045693	0.512764
AT1G24130	F3I6.5 protein	1.000000	-2.623718	-0.722537	-0.053839	-1.399915	-1.431727	-1.759943
AT2G41640	At2g41640/T32G6.16	1.000000	-0.154386	1.857456	2.736799	1.978495	1.283276	1.098365
AT2G42560	Late embryogenesis abundant domain-containing protein	1.000000	-0.784358	1.350467	3.007652	1.649586	0.807921	1.538998
AT3G56350	Superoxide dismutase [Mn] 2, mitochondrial	1.000000	0.390425	3.557018	6.181104	3.146173	2.459255	2.967710
AT4G13310	Cytochrome P450 71A20	1.000000	-2.312316	1.005011	1.566005	-0.564381	-1.932256	0.098117
AT5G20860	Plant invertase/pectin methylesterase inhibitor superfamily	1.000000	-0.380322	1.681456	1.898249	1.350337	0.324519	0.851500
AT1G17010	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	1.000000	-2.821982	2.741240	2.750280	1.369597	-0.192008	1.522416
AT2G18150	Peroxidase 15	1.000000	0.642837	3.459701	3.126146	0.887430	1.383061	1.894746
AT2G01830	Histidine kinase 4	1.000000	-1.565893	-0.200082	-0.361231	-1.452121	-1.349819	-0.741602
AT5G45310	AT5g45310/K9E15_9	1.000000	-1.547461	1.185534	0.735583	-1.173660	-1.122840	-0.207524
AT1G27990	AT1G27990 protein	1.000000	-0.862424	3.348025	2.049341	-0.498633	-0.265268	1.720427
AT2G18540	RmlC-like cupins superfamily protein	1.000000	-1.842059	4.007173	3.455337	0.253026	0.449466	2.154415
AT1G62760	Pectinesterase inhibitor 10	1.000000	-1.673555	2.517107	2.775226	-0.212464	-0.610737	1.155680
AT5G16700	Glycosyl hydrolase family protein	1.000000	-0.683049	1.032426	0.397118	-1.571366	-1.039104	-0.206988
AT2G12190	Putative cytochrome P450	1.000000	-0.517574	2.110613	1.232239	-1.284836	-0.756210	0.343870
AT4G32000	Protein kinase superfamily protein	1.000000	-2.144732	0.818457	-0.458354	-2.956390	-2.238590	-0.582490
AT5G11590	Dehydration-responsive element-binding protein 3	1.000000	-1.458785	-0.068128	-0.831037	-1.715683	-1.323196	-0.814170
AT3G62550	Adenine nucleotide alpha hydrolases-like superfamily protein	1.000000	-0.404097	1.044681	-0.010838	-2.077722	-2.133593	-0.389329
AT5G63350	Emb|CAB62340.1	1.000000	-0.363232	1.463171	0.781424	-1.352786	-1.251351	-0.253801
AT1G70130	Putative L-type lectin-domain containing receptor kinase V.2	1.000000	-0.078767	1.606891	0.616738	-1.630231	-1.236957	-0.213654
AT3G05165	Major facilitator superfamily protein	1.000000	-1.310869	0.200174	-0.784340	-2.301327	-2.028987	-0.819460
AT1G68750	PPC4	1.000000	-1.376290	-0.176599	-1.239394	-2.169376	-1.967729	-1.064374
AT3G01270	Probable pectate lyase 7	1.000000	0.343838	1.874971	0.583985	-1.252265	0.428131	1.184253
AT1G53820	RING-H2 finger protein ATL60	1.000000	1.219560	3.822172	1.790861	-1.909119	0.742549	1.750231
AT3G21670	Protein NRT1/ PTR FAMILY 6.4	1.000000	-1.429819	0.778163	0.027895	-3.363180	-1.753069	-0.350166
AT2G05310	Expressed protein	1.000000	-1.246245	0.230380	-0.554328	-2.260492	-1.301102	-0.490327
AT2G26290	Probable serine/threonine-protein kinase PBL12	1.000000	0.272852	2.102844	1.153508	-0.336883	0.862809	1.017554
AT1G27030	At1g27030/T7N9_9	1.000000	-1.205876	0.113950	-0.623606	-1.823283	-0.875358	-1.134730
AT1G20990	Cysteine/Histidine-rich C1 domain family protein	1.000000	-1.604798	-0.786308	-1.480743	-2.204516	-1.789595	-1.783354
AT3G48200	Putative uncharacterized protein At3g48200	1.000000	-1.387800	0.067837	-1.355890	-3.022085	-2.078056	-1.635569
AT5G67385	BTB/POZ domain-containing protein At5g67385	1.000000	-1.557355	-0.011922	-1.615238	-2.728476	-2.022554	-1.746461
AT4G24430	LG27/30-like gene	1.000000	-1.198839	3.158257	0.734867	-1.397486	-0.162698	-0.845934
AT2G28470	Beta-galactosidase 8	1.000000	-1.280566	1.260733	-0.211856	-1.511561	-1.084405	-0.993415
AT3G13130	Transmembrane protein	1.000000	-1.484617	7.631879	3.630062	-0.693893	-0.176477	-0.042005
AT5G65030	At5g65030	1.000000	-1.068043	2.306107	1.103895	-0.975433	-0.224067	-0.452065
AT5G62040	Protein BROTHER of FT and TFL 1	1.000000	-0.549766	2.357973	0.720146	-1.280738	-1.160334	-0.610602
AT5G64700	WAT1-related protein At5g64700	1.000000	-1.077826	-0.026404	-0.361022	-1.617120	-1.504737	-1.285273
AT5G41850	Alpha/beta-Hydrolases superfamily protein	1.000000	-0.976652	1.189583	0.037851	-2.093752	-1.116107	-1.593594
AT5G27200	Acyl carrier protein 5, chloroplastic	1.000000	-0.756927	1.091083	0.141022	-1.783300	-1.294507	-1.331878
AT3G54080	Concanavalin A-like lectin family protein	1.000000	-0.905229	-0.132703	-0.507279	-1.487482	-1.227439	-1.341524
AT4G14080	Probable glucan endo-1,3-beta-glucosidase A6	1.000000	1.611343	2.195158	3.270625	-1.267204	-0.143670	2.570886
AT4G18205	Probable purine permease 21	1.000000	0.727101	1.617344	1.396053	-0.438553	0.380455	1.347729
AT5G38130	At5g38130	1.000000	-0.055350	1.358764	1.684011	-2.730390	-0.996250	1.066873
AT2G34350	Nodulin-like domain-containing protein	1.000000	1.048131	1.908465	2.935206	-1.607478	0.185279	1.396477
AT3G03470	Cytochrome P450 89A9	1.000000	-0.338286	1.321360	1.983394	-2.844375	-1.264917	0.346858
AT1G44608	Putative uncharacterized protein	1.000000	-1.101837	0.353146	1.057425	-1.952472	-1.543450	0.431086
AT2G19470	Casein kinase 1-like protein 5	1.000000	-0.586214	0.608363	1.294630	-1.163656	-1.061844	1.125154
AT5G59845	Gibberellin-regulated protein 10	1.000000	-1.577504	2.866040	2.357956	-1.197187	0.273769	-1.722395
AT5G13170	Bidirectional sugar transporter SWEET15	1.000000	0.276000	4.278359	3.202731	0.470216	2.624726	0.074414
AT2G47770	TSPO	1.000000	0.335204	4.551173	3.845122	1.540991	2.792684	0.571543
AT1G16850	At1g16880	1.000000	1.100346	4.757465	3.665172	2.188866	3.547571	1.165747
AT4G36850	PQ-loop repeat family protein / transmembrane family protein	1.000000	-1.534948	2.053432	0.938724	0.244476	0.686814	-1.462421
AT1G75830	PDF1.1	1.000000	0.376584	3.495939	3.121678	2.509728	1.964916	0.593626
AT4G03540	CASP-like protein 1C1	1.000000	1.136802	3.457111	2.150655	2.644793	2.341601	0.848580
AT4G21970	Protein of unknown function, DUF584	1.000000	-2.518615	0.234510	-0.989472	-1.532021	-1.333100	-1.492625
AT2G07706	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00470.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Euk /.../s - 9610 (source: NCBI BLink).	1.000000	-1.004055	2.528286	1.125746	0.389431	0.298949	-0.520927
AT3G54720	Probable glutamate carboxypeptidase 2	1.000000	-1.596761	-0.037044	0.147899	-0.648702	-1.324793	-1.731859
AT3G28510	AAA-ATPase At3g28510	1.000000	2.429518	3.431431	2.930492	2.546742	1.886984	0.775324
AT5G62165	MADS-box protein AGL42	1.000000	-1.114037	1.522276	1.070535	-0.488084	-2.231211	-2.908311
AT4G35690	Putative uncharacterized protein	1.000000	-1.849942	1.238562	-0.091891	-1.317451	-1.534786	-3.025581
AT1G49210	E3 ubiquitin-protein ligase ATL76	1.000000	-2.600706	1.701655	-0.662818	-1.511106	-1.717438	-3.597800
AT3G14620	AT3g14620/MIE1_12	1.000000	0.569412	3.149275	2.641647	1.418211	1.268343	0.247763
AT1G73410	At1g73410	1.000000	1.334554	2.562632	2.295783	1.582021	1.607856	0.692562
AT5G02140	Pathogenesis-related thaumatin-like protein	1.000000	-1.453232	0.188266	0.303949	-0.985567	-1.166719	-2.544488
AT5G44400	Berberine bridge enzyme-like 26	1.000000	-0.464583	1.096523	1.191937	-0.262411	-0.334709	-1.391510
AT3G05150	Major facilitator superfamily protein	1.000000	1.139477	3.057974	0.590248	-3.081757	0.060234	-2.240642
AT2G22240	Inositol-3-phosphate synthase isozyme 2	1.000000	-0.888322	0.008595	-1.221395	-2.551322	-1.533412	-2.283312
AT3G53100	GDSL esterase/lipase At3g53100	1.000000	-1.260962	-0.084133	-1.377159	-2.514565	-1.331272	-2.254302
AT1G67710	Two-component response regulator ARR11	1.000000	-0.921168	0.084695	-0.878723	-2.194831	-1.069049	-1.732556
AT5G22890	Putative uncharacterized protein At5g22890	1.000000	1.895472	3.299193	2.105754	0.740016	2.223039	0.874415
AT1G68725	Lysine-rich arabinogalactan protein 19	1.000000	-0.362567	1.263611	-0.284221	-2.078862	-0.033109	-1.497758
AT4G15870	Terpenoid synthase 1	1.000000	-1.198634	1.074601	-1.445461	-4.728159	-0.970366	-4.270362
AT4G23680	AT4g23680/F9D16_150	1.000000	-0.797880	1.255276	-0.755189	-2.216968	-0.351094	-2.478186
AT5G03190	Conserved peptide upstream open reading frame 47	1.000000	-0.373614	1.056306	-0.059495	-1.275204	0.062695	-1.568820
AT1G09610	GXM3	1.000000	-0.477212	1.111868	-0.025452	-1.964363	0.027095	-2.481372
AT5G61350	Probable receptor-like protein kinase At5g61350	1.000000	0.451377	2.573465	0.620066	-1.886734	0.998026	-3.027909
AT2G48080	Oxidoreductase, 2OG-Fe(II) oxygenase family protein	1.000000	0.339920	2.812034	2.430885	-0.439627	1.001428	-0.890732
AT3G05950	Germin-like protein subfamily 1 member 7	1.000000	0.105367	1.987306	1.157954	-1.600757	0.222487	-2.284810
AT1G68850	Peroxidase 11	1.000000	1.663056	2.514205	2.254547	1.257117	1.714300	0.519044
AT3G29380	Plant-specific TFIIB-related protein 2	1.000000	-0.405728	1.846513	1.064561	-1.201263	0.005869	-2.245468
AT5G52790	DUF21 domain-containing protein At5g52790	1.000000	-1.470750	-0.052700	-0.631897	-2.204197	-1.687083	-2.926396
AT1G78520	Carbohydrate-binding X8 domain-containing protein	1.000000	-1.201394	1.692687	-0.105051	-2.105912	-0.771612	-3.506300
AT2G31980	Cysteine proteinase inhibitor	1.000000	0.507940	1.658459	1.358567	-0.019136	1.023741	-0.187962
AT5G24880	Putative uncharacterized protein	1.000000	-0.796691	1.278185	0.464312	-1.868243	0.212517	-2.261366
AT1G16420	Metacaspase-8	1.000000	1.427510	3.255119	2.733073	0.161363	2.559864	0.567692
AT1G30900	Vacuolar-sorting receptor 6	1.000000	0.085869	1.872865	1.071720	-1.042160	0.517924	-0.682898
AT1G43650	WAT1-related protein At1g43650	1.000000	-1.748736	0.107538	-0.428250	-2.878289	-1.060714	-2.535730
AT1G80340	Gibberellin 3-beta-dioxygenase 2	1.000000	-2.228852	-0.093771	-1.901946	-3.234427	-2.235396	-3.201206
AT5G14880	Potassium transporter	1.000000	-1.030438	0.369172	-0.800949	-1.552076	-0.678983	-1.422559
AT2G32860	Beta-glucosidase 33	1.000000	-1.335429	0.185375	-1.471620	-2.308350	-1.208488	-2.098096
AT1G54790	GDSL esterase/lipase At1g54790	1.000000	-0.998282	1.193172	-0.264534	-1.588827	-0.666785	-1.300535
AT3G45600	Tetraspanin-3	1.000000	-1.015234	0.908137	-0.258716	-1.585535	-0.545257	-1.300595
AT1G49230	RING-H2 finger protein ATL78	1.000000	-1.020479	0.198489	-0.628530	-1.743351	-0.243353	-1.061872
AT3G27200	At3g27200	1.000000	-1.391432	1.539367	-0.830867	-1.762797	0.124705	-0.853412
AT3G53420	PIP2A	1.000000	-1.563586	0.582160	-1.027167	-2.155677	-0.446323	-1.364761
AT2G45960	Aquaporin PIP1-2	1.000000	-1.053455	0.393705	-0.933620	-1.652413	-0.605697	-1.074254
AT1G77490	L-ascorbate peroxidase T, chloroplastic	1.000000	-1.511955	-0.164227	-1.428432	-2.290064	-1.038600	-1.794127
AT4G12900	Gamma interferon responsive lysosomal thiol (GILT) reductase family protein	1.000000	-1.693489	-0.149441	-1.601853	-2.307373	-1.220716	-1.993286
AT1G30840	Probable purine permease 4	1.000000	-1.747611	1.086367	-0.873549	-2.768905	-0.597110	-1.928526
AT1G66140	Zinc finger protein 4	1.000000	-1.254316	-0.183837	-0.959605	-1.384127	-0.924796	-1.083972
AT4G20160	LOCATED IN: chloroplast; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: RING/U-box superfamily  /.../n (TAIR:AT1G30860.1); Has 64917 Blast hits to 39974 proteins in 1949 species: Archae - 279; Bacteria - 7425; Metazoa - 26604; Fungi - 5788; Plants - 3193; Viruses - 275; Other Eukaryotes - 21353 (source: NCBI BLink).	1.000000	-1.186396	1.654231	-0.104823	-2.000084	0.688329	-3.144463
AT5G39030	Probable receptor-like protein kinase At5g39030	1.000000	1.100135	1.893943	1.264583	0.695759	1.675037	0.649772
AT1G16930	F-box/FBD/LRR-repeat protein At1g16930	1.000000	-0.782829	1.052472	-0.399771	-1.716976	0.362503	-1.352116
AT2G26690	Protein NRT1/ PTR FAMILY 6.2	1.000000	-1.136978	0.563232	-0.208233	-1.687147	0.133429	-1.606678
